1268155996846858241;jamiemackie85;RT @OUFCOfficial: #BlackLivesMatter #BlackoutTuesday
#OUFC https://t.co/zbwM8vF88Q
1264837919732359177;jamiemackie85;@clinthill29 😍😍😍
1254347452766879744;jamiemackie85;@leosdad73 @OUFCOfficial @Nuseibeh @Cameron246bran @JRuffels93 @matthewtaylor69 @RobDickie96 @SamLong_22… https://t.co/zT0STbspsE
1254130279750553600;jamiemackie85;@Country_Phil Happy birthday Charlie have a great day geeze 🔥👍🏻
1253206136100093952;jamiemackie85;@RosieEHDodds @RobHall46 @JamesConstable9 @JRuffels93 @RobDickie96 @sieastwood1 @Waynebrown01 @MarcusBrowne14 Happy… https://t.co/8OOg0RKb0k
1250769166866485251;jamiemackie85;@GeorgeBissett92 @DannyPatterson7 Love it geeze 🔥🔥🔥🔥🕺👍🏻
1249770602484969478;jamiemackie85;@KellyCates 😂😂😂🕺🕺🕺🕺
1249770171734077441;jamiemackie85;What a player 😍 and what a great lad 😍 can’t wait to have a listen to this 🔥👍🏻 https://t.co/OsvJ3X0DDG
1249656966093459458;jamiemackie85;Great laugh this morning on the #SkyFootballShow 🕺🕺🕺😭😭😭 https://t.co/BNM8hfZIwN
1249456663821762562;jamiemackie85;RT @DavidJonesSky: Chelsea manager Frank Lampard our guest tomorrow on first edition of #thefootballshow with @GNev2 and Jamie Redknapp. Ne…
1249449202125602818;jamiemackie85;The best!! Unbelievable group of players and staff 😍 https://t.co/YP8zAAin7U
1249448334693027840;jamiemackie85;RT @KazTD: @jamiemackie85 Now you're a viral Twitter superstar, please can you share George's Football Teams' Easter Message? 
Witney Vikin…
1248672620276580353;jamiemackie85;@Leon305633591 Hope your both keeping well mate 👍🏻⚽️❤️
1248622551292502018;jamiemackie85;@RobHall46 Chop 🔥
1248592400395767808;jamiemackie85;@edwardjsault @BBCSouthNews Of course you can no problem hope your well 👍🏻
1248558686722818048;jamiemackie85;@QprColin Yeh would love to
1248558621815910402;jamiemackie85;@RobKeytes It’s me mate 👍🏻
1248557892464193538;jamiemackie85;@Phillo11 Thanks mate hope your well geeze 👍🏻❤️
1248557503102750720;jamiemackie85;@SaleRichard Yeh that’s a tough move 😭😭😭
1248557338153431041;jamiemackie85;@hillmania @rajeevdatta Hope your all well 👍🏻❤️
